sample_id,asset,split,input_start_date,input_end_date,target_date,current_label,target_label,target_code
700,GLD,train,2015-11-10,2015-12-22,2015-12-30,Neutral,Neutral,1
701,QQQ,train,2015-11-10,2015-12-22,2015-12-30,Bear,Bull,2
702,SPY,train,2015-11-10,2015-12-22,2015-12-30,Bear,Bear,0
703,TLT,train,2015-11-10,2015-12-22,2015-12-30,Bear,Bear,0
704,GLD,train,2015-11-17,2015-12-30,2016-01-07,Neutral,Bull,2
705,QQQ,train,2015-11-17,2015-12-30,2016-01-07,Bull,Bear,0
706,SPY,train,2015-11-17,2015-12-30,2016-01-07,Bear,Bear,0
707,TLT,train,2015-11-17,2015-12-30,2016-01-07,Bear,Neutral,1
708,GLD,train,2015-11-24,2016-01-07,2016-01-14,Bull,Neutral,1
709,QQQ,train,2015-11-24,2016-01-07,2016-01-14,Bear,Bear,0
710,SPY,train,2015-11-24,2016-01-07,2016-01-14,Bear,Bear,0
711,TLT,train,2015-11-24,2016-01-07,2016-01-14,Neutral,Neutral,1
712,GLD,train,2015-12-02,2016-01-14,2016-01-22,Neutral,Bull,2
713,QQQ,train,2015-12-02,2016-01-14,2016-01-22,Bear,Bear,0
714,SPY,train,2015-12-02,2016-01-14,2016-01-22,Bear,Bear,0
715,TLT,train,2015-12-02,2016-01-14,2016-01-22,Neutral,Neutral,1
716,GLD,train,2015-12-09,2016-01-22,2016-01-29,Bull,Bull,2
717,QQQ,train,2015-12-09,2016-01-22,2016-01-29,Bear,Bear,0
718,SPY,train,2015-12-09,2016-01-22,2016-01-29,Bear,Bear,0
719,TLT,train,2015-12-09,2016-01-22,2016-01-29,Neutral,Neutral,1
720,GLD,train,2015-12-16,2016-01-29,2016-02-05,Bull,Bull,2
721,QQQ,train,2015-12-16,2016-01-29,2016-02-05,Bear,Bear,0
722,SPY,train,2015-12-16,2016-01-29,2016-02-05,Bear,Bear,0
723,TLT,train,2015-12-16,2016-01-29,2016-02-05,Neutral,Bull,2
724,GLD,train,2015-12-23,2016-02-05,2016-02-12,Bull,Bull,2
725,QQQ,train,2015-12-23,2016-02-05,2016-02-12,Bear,Bear,0
726,SPY,train,2015-12-23,2016-02-05,2016-02-12,Bear,Bear,0
727,TLT,train,2015-12-23,2016-02-05,2016-02-12,Bull,Bear,0
728,GLD,train,2015-12-31,2016-02-12,2016-02-22,Bull,Bull,2
729,QQQ,train,2015-12-31,2016-02-12,2016-02-22,Bear,Bear,0
730,SPY,train,2015-12-31,2016-02-12,2016-02-22,Bear,Bear,0
731,TLT,train,2015-12-31,2016-02-12,2016-02-22,Bear,Bear,0
732,GLD,train,2016-01-08,2016-02-22,2016-02-29,Bull,Bull,2
733,QQQ,train,2016-01-08,2016-02-22,2016-02-29,Bear,Neutral,1
734,SPY,train,2016-01-08,2016-02-22,2016-02-29,Bear,Bear,0
735,TLT,train,2016-01-08,2016-02-22,2016-02-29,Bear,Neutral,1
736,GLD,train,2016-01-15,2016-02-29,2016-03-07,Bull,Bull,2
737,QQQ,train,2016-01-15,2016-02-29,2016-03-07,Neutral,Bear,0
738,SPY,train,2016-01-15,2016-02-29,2016-03-07,Bear,Neutral,1
739,TLT,train,2016-01-15,2016-02-29,2016-03-07,Neutral,Bear,0
740,GLD,train,2016-01-25,2016-03-07,2016-03-14,Bull,Bull,2
741,QQQ,train,2016-01-25,2016-03-07,2016-03-14,Bear,Neutral,1
742,SPY,train,2016-01-25,2016-03-07,2016-03-14,Neutral,Bear,0
743,TLT,train,2016-01-25,2016-03-07,2016-03-14,Bear,Bear,0
744,GLD,train,2016-02-01,2016-03-14,2016-03-21,Bull,Bull,2
745,QQQ,train,2016-02-01,2016-03-14,2016-03-21,Neutral,Bear,0
746,SPY,train,2016-02-01,2016-03-14,2016-03-21,Bear,Neutral,1
747,TLT,train,2016-02-01,2016-03-14,2016-03-21,Bear,Bear,0
748,GLD,train,2016-02-08,2016-03-21,2016-03-29,Bull,Bull,2
749,QQQ,train,2016-02-08,2016-03-21,2016-03-29,Bear,Bull,2
750,SPY,train,2016-02-08,2016-03-21,2016-03-29,Neutral,Neutral,1
751,TLT,train,2016-02-08,2016-03-21,2016-03-29,Bear,Bear,0
752,GLD,train,2016-02-16,2016-03-29,2016-04-05,Bull,Bull,2
753,QQQ,train,2016-02-16,2016-03-29,2016-04-05,Bull,Neutral,1
754,SPY,train,2016-02-16,2016-03-29,2016-04-05,Neutral,Bear,0
755,TLT,train,2016-02-16,2016-03-29,2016-04-05,Bear,Neutral,1
756,GLD,train,2016-02-23,2016-04-05,2016-04-12,Bull,Bull,2
757,QQQ,train,2016-02-23,2016-04-05,2016-04-12,Neutral,Bear,0
758,SPY,train,2016-02-23,2016-04-05,2016-04-12,Bear,Bear,0
759,TLT,train,2016-02-23,2016-04-05,2016-04-12,Neutral,Bull,2
760,GLD,train,2016-03-01,2016-04-12,2016-04-19,Bull,Bull,2
761,QQQ,train,2016-03-01,2016-04-12,2016-04-19,Bear,Bear,0
762,SPY,train,2016-03-01,2016-04-12,2016-04-19,Bear,Bull,2
763,TLT,train,2016-03-01,2016-04-12,2016-04-19,Bull,Bull,2
764,GLD,train,2016-03-08,2016-04-19,2016-04-26,Bull,Bull,2
765,QQQ,train,2016-03-08,2016-04-19,2016-04-26,Bear,Bear,0
766,SPY,train,2016-03-08,2016-04-19,2016-04-26,Bull,Bull,2
767,TLT,train,2016-03-08,2016-04-19,2016-04-26,Bull,Neutral,1
768,GLD,train,2016-03-15,2016-04-26,2016-05-03,Bull,Bull,2
769,QQQ,train,2016-03-15,2016-04-26,2016-05-03,Bear,Bear,0
770,SPY,train,2016-03-15,2016-04-26,2016-05-03,Bull,Bull,2
771,TLT,train,2016-03-15,2016-04-26,2016-05-03,Neutral,Neutral,1
772,GLD,train,2016-03-22,2016-05-03,2016-05-10,Bull,Bull,2
773,QQQ,train,2016-03-22,2016-05-03,2016-05-10,Bear,Bear,0
774,SPY,train,2016-03-22,2016-05-03,2016-05-10,Bull,Bull,2
775,TLT,train,2016-03-22,2016-05-03,2016-05-10,Neutral,Neutral,1
776,GLD,train,2016-03-30,2016-05-10,2016-05-17,Bull,Bull,2
777,QQQ,train,2016-03-30,2016-05-10,2016-05-17,Bear,Bear,0
778,SPY,train,2016-03-30,2016-05-10,2016-05-17,Bull,Bull,2
779,TLT,train,2016-03-30,2016-05-10,2016-05-17,Neutral,Neutral,1
780,GLD,train,2016-04-06,2016-05-17,2016-05-24,Bull,Bull,2
781,QQQ,train,2016-04-06,2016-05-17,2016-05-24,Bear,Neutral,1
782,SPY,train,2016-04-06,2016-05-17,2016-05-24,Bull,Bull,2
783,TLT,train,2016-04-06,2016-05-17,2016-05-24,Neutral,Neutral,1
784,GLD,train,2016-04-13,2016-05-24,2016-06-01,Bull,Neutral,1
785,QQQ,train,2016-04-13,2016-05-24,2016-06-01,Neutral,Bear,0
786,SPY,train,2016-04-13,2016-05-24,2016-06-01,Bull,Bull,2
787,TLT,train,2016-04-13,2016-05-24,2016-06-01,Neutral,Neutral,1
788,GLD,train,2016-04-20,2016-06-01,2016-06-08,Neutral,Bear,0
789,QQQ,train,2016-04-20,2016-06-01,2016-06-08,Bear,Bear,0
790,SPY,train,2016-04-20,2016-06-01,2016-06-08,Bull,Bull,2
791,TLT,train,2016-04-20,2016-06-01,2016-06-08,Neutral,Bull,2
792,GLD,train,2016-04-27,2016-06-08,2016-06-15,Bear,Bull,2
793,QQQ,train,2016-04-27,2016-06-08,2016-06-15,Bear,Bear,0
794,SPY,train,2016-04-27,2016-06-08,2016-06-15,Bull,Bull,2
795,TLT,train,2016-04-27,2016-06-08,2016-06-15,Bull,Bull,2
796,GLD,train,2016-05-04,2016-06-15,2016-06-22,Bull,Bull,2
797,QQQ,train,2016-05-04,2016-06-15,2016-06-22,Bear,Neutral,1
798,SPY,train,2016-05-04,2016-06-15,2016-06-22,Bull,Bull,2
799,TLT,train,2016-05-04,2016-06-15,2016-06-22,Bull,Bull,2
800,GLD,train,2016-05-11,2016-06-22,2016-06-29,Bull,Bull,2
801,QQQ,train,2016-05-11,2016-06-22,2016-06-29,Neutral,Neutral,1
802,SPY,train,2016-05-11,2016-06-22,2016-06-29,Bull,Neutral,1
803,TLT,train,2016-05-11,2016-06-22,2016-06-29,Bull,Bull,2
804,GLD,train,2016-05-18,2016-06-29,2016-07-07,Bull,Bull,2
805,QQQ,train,2016-05-18,2016-06-29,2016-07-07,Neutral,Bull,2
806,SPY,train,2016-05-18,2016-06-29,2016-07-07,Neutral,Bull,2
807,TLT,train,2016-05-18,2016-06-29,2016-07-07,Bull,Bull,2
808,GLD,train,2016-05-25,2016-07-07,2016-07-14,Bull,Bull,2
809,QQQ,train,2016-05-25,2016-07-07,2016-07-14,Bull,Bull,2
810,SPY,train,2016-05-25,2016-07-07,2016-07-14,Bull,Bull,2
811,TLT,train,2016-05-25,2016-07-07,2016-07-14,Bull,Bull,2
812,GLD,train,2016-06-02,2016-07-14,2016-07-21,Bull,Bull,2
813,QQQ,train,2016-06-02,2016-07-14,2016-07-21,Bull,Bull,2
814,SPY,train,2016-06-02,2016-07-14,2016-07-21,Bull,Bull,2
815,TLT,train,2016-06-02,2016-07-14,2016-07-21,Bull,Neutral,1
816,GLD,train,2016-06-09,2016-07-21,2016-07-28,Bull,Bull,2
817,QQQ,train,2016-06-09,2016-07-21,2016-07-28,Bull,Bull,2
818,SPY,train,2016-06-09,2016-07-21,2016-07-28,Bull,Bear,0
819,TLT,train,2016-06-09,2016-07-21,2016-07-28,Neutral,Neutral,1
820,GLD,train,2016-06-16,2016-07-28,2016-08-04,Bull,Bull,2
821,QQQ,train,2016-06-16,2016-07-28,2016-08-04,Bull,Bull,2
822,SPY,train,2016-06-16,2016-07-28,2016-08-04,Bear,Bear,0
823,TLT,train,2016-06-16,2016-07-28,2016-08-04,Neutral,Neutral,1
824,GLD,train,2016-06-23,2016-08-04,2016-08-11,Bull,Bull,2
825,QQQ,train,2016-06-23,2016-08-04,2016-08-11,Bull,Bull,2
826,SPY,train,2016-06-23,2016-08-04,2016-08-11,Bear,Neutral,1
827,TLT,train,2016-06-23,2016-08-04,2016-08-11,Neutral,Neutral,1
828,GLD,train,2016-06-30,2016-08-11,2016-08-18,Bull,Bull,2
829,QQQ,train,2016-06-30,2016-08-11,2016-08-18,Bull,Bull,2
830,SPY,train,2016-06-30,2016-08-11,2016-08-18,Neutral,Neutral,1
831,TLT,train,2016-06-30,2016-08-11,2016-08-18,Neutral,Neutral,1
832,GLD,train,2016-07-08,2016-08-18,2016-08-25,Bull,Bull,2
833,QQQ,train,2016-07-08,2016-08-18,2016-08-25,Bull,Bull,2
834,SPY,train,2016-07-08,2016-08-18,2016-08-25,Neutral,Bear,0
835,TLT,train,2016-07-08,2016-08-18,2016-08-25,Neutral,Bull,2
836,GLD,train,2016-07-15,2016-08-25,2016-09-01,Bull,Bull,2
837,QQQ,train,2016-07-15,2016-08-25,2016-09-01,Bull,Neutral,1
838,SPY,train,2016-07-15,2016-08-25,2016-09-01,Bear,Bear,0
839,TLT,train,2016-07-15,2016-08-25,2016-09-01,Bull,Bull,2
840,GLD,train,2016-07-22,2016-09-01,2016-09-09,Bull,Bull,2
841,QQQ,train,2016-07-22,2016-09-01,2016-09-09,Neutral,Bear,0
842,SPY,train,2016-07-22,2016-09-01,2016-09-09,Bear,Bear,0
843,TLT,train,2016-07-22,2016-09-01,2016-09-09,Bull,Bull,2
844,GLD,train,2016-07-29,2016-09-09,2016-09-16,Bull,Bull,2
845,QQQ,train,2016-07-29,2016-09-09,2016-09-16,Bear,Neutral,1
846,SPY,train,2016-07-29,2016-09-09,2016-09-16,Bear,Bull,2
847,TLT,train,2016-07-29,2016-09-09,2016-09-16,Bull,Bull,2
848,GLD,train,2016-08-05,2016-09-16,2016-09-23,Bull,Neutral,1
849,QQQ,train,2016-08-05,2016-09-16,2016-09-23,Neutral,Bull,2
850,SPY,train,2016-08-05,2016-09-16,2016-09-23,Bull,Bull,2
851,TLT,train,2016-08-05,2016-09-16,2016-09-23,Bull,Bull,2
852,GLD,train,2016-08-12,2016-09-23,2016-09-30,Neutral,Neutral,1
853,QQQ,train,2016-08-12,2016-09-23,2016-09-30,Bull,Bull,2
854,SPY,train,2016-08-12,2016-09-23,2016-09-30,Bull,Bull,2
855,TLT,train,2016-08-12,2016-09-23,2016-09-30,Bull,Bull,2
856,GLD,train,2016-08-19,2016-09-30,2016-10-07,Neutral,Bear,0
857,QQQ,train,2016-08-19,2016-09-30,2016-10-07,Bull,Bull,2
858,SPY,train,2016-08-19,2016-09-30,2016-10-07,Bull,Bull,2
859,TLT,train,2016-08-19,2016-09-30,2016-10-07,Bull,Neutral,1
860,GLD,train,2016-08-26,2016-10-07,2016-10-14,Bear,Neutral,1
861,QQQ,train,2016-08-26,2016-10-07,2016-10-14,Bull,Bull,2
862,SPY,train,2016-08-26,2016-10-07,2016-10-14,Bull,Neutral,1
863,TLT,train,2016-08-26,2016-10-07,2016-10-14,Neutral,Neutral,1
864,GLD,train,2016-09-02,2016-10-14,2016-10-21,Neutral,Neutral,1
865,QQQ,train,2016-09-02,2016-10-14,2016-10-21,Bull,Bull,2
866,SPY,train,2016-09-02,2016-10-14,2016-10-21,Neutral,Bull,2
867,TLT,train,2016-09-02,2016-10-14,2016-10-21,Neutral,Neutral,1
868,GLD,train,2016-09-12,2016-10-21,2016-10-28,Neutral,Neutral,1
869,QQQ,train,2016-09-12,2016-10-21,2016-10-28,Bull,Bull,2
870,SPY,train,2016-09-12,2016-10-21,2016-10-28,Bull,Bull,2
871,TLT,train,2016-09-12,2016-10-21,2016-10-28,Neutral,Neutral,1
872,GLD,train,2016-09-19,2016-10-28,2016-11-04,Neutral,Neutral,1
873,QQQ,train,2016-09-19,2016-10-28,2016-11-04,Bull,Bull,2
874,SPY,train,2016-09-19,2016-10-28,2016-11-04,Bull,Bull,2
875,TLT,train,2016-09-19,2016-10-28,2016-11-04,Neutral,Neutral,1
876,GLD,train,2016-09-26,2016-11-04,2016-11-11,Neutral,Neutral,1
877,QQQ,train,2016-09-26,2016-11-04,2016-11-11,Bull,Bull,2
878,SPY,train,2016-09-26,2016-11-04,2016-11-11,Bull,Bull,2
879,TLT,train,2016-09-26,2016-11-04,2016-11-11,Neutral,Bear,0
880,GLD,train,2016-10-03,2016-11-11,2016-11-18,Neutral,Neutral,1
881,QQQ,train,2016-10-03,2016-11-11,2016-11-18,Bull,Bull,2
882,SPY,train,2016-10-03,2016-11-11,2016-11-18,Bull,Bull,2
883,TLT,train,2016-10-03,2016-11-11,2016-11-18,Bear,Bear,0
884,GLD,train,2016-10-10,2016-11-18,2016-11-28,Neutral,Neutral,1
885,QQQ,train,2016-10-10,2016-11-18,2016-11-28,Bull,Bull,2
886,SPY,train,2016-10-10,2016-11-18,2016-11-28,Bull,Bull,2
887,TLT,train,2016-10-10,2016-11-18,2016-11-28,Bear,Bear,0
888,GLD,train,2016-10-17,2016-11-28,2016-12-05,Neutral,Bear,0
889,QQQ,train,2016-10-17,2016-11-28,2016-12-05,Bull,Bull,2
890,SPY,train,2016-10-17,2016-11-28,2016-12-05,Bull,Bull,2
891,TLT,train,2016-10-17,2016-11-28,2016-12-05,Bear,Bear,0
892,GLD,train,2016-10-24,2016-12-05,2016-12-12,Bear,Bear,0
893,QQQ,train,2016-10-24,2016-12-05,2016-12-12,Bull,Bull,2
894,SPY,train,2016-10-24,2016-12-05,2016-12-12,Bull,Neutral,1
895,TLT,train,2016-10-24,2016-12-05,2016-12-12,Bear,Bear,0
896,GLD,train,2016-10-31,2016-12-12,2016-12-19,Bear,Neutral,1
897,QQQ,train,2016-10-31,2016-12-12,2016-12-19,Bull,Bull,2
898,SPY,train,2016-10-31,2016-12-12,2016-12-19,Neutral,Neutral,1
899,TLT,train,2016-10-31,2016-12-12,2016-12-19,Bear,Bear,0
900,GLD,train,2016-11-07,2016-12-19,2016-12-27,Neutral,Neutral,1
901,QQQ,train,2016-11-07,2016-12-19,2016-12-27,Bull,Bull,2
902,SPY,train,2016-11-07,2016-12-19,2016-12-27,Neutral,Neutral,1
903,TLT,train,2016-11-07,2016-12-19,2016-12-27,Bear,Bear,0
904,GLD,train,2016-11-14,2016-12-27,2017-01-04,Neutral,Neutral,1
905,QQQ,train,2016-11-14,2016-12-27,2017-01-04,Bull,Bull,2
906,SPY,train,2016-11-14,2016-12-27,2017-01-04,Neutral,Neutral,1
907,TLT,train,2016-11-14,2016-12-27,2017-01-04,Bear,Bear,0
908,GLD,train,2016-11-21,2017-01-04,2017-01-11,Neutral,Neutral,1
909,QQQ,train,2016-11-21,2017-01-04,2017-01-11,Bull,Bull,2
910,SPY,train,2016-11-21,2017-01-04,2017-01-11,Neutral,Neutral,1
911,TLT,train,2016-11-21,2017-01-04,2017-01-11,Bear,Bear,0
912,GLD,train,2016-11-29,2017-01-11,2017-01-19,Neutral,Neutral,1
913,QQQ,train,2016-11-29,2017-01-11,2017-01-19,Bull,Bear,0
914,SPY,train,2016-11-29,2017-01-11,2017-01-19,Neutral,Neutral,1
915,TLT,train,2016-11-29,2017-01-11,2017-01-19,Bear,Bear,0
916,GLD,train,2016-12-06,2017-01-19,2017-01-26,Neutral,Neutral,1
917,QQQ,train,2016-12-06,2017-01-19,2017-01-26,Bear,Bear,0
918,SPY,train,2016-12-06,2017-01-19,2017-01-26,Neutral,Neutral,1
919,TLT,train,2016-12-06,2017-01-19,2017-01-26,Bear,Bear,0
920,GLD,train,2016-12-13,2017-01-26,2017-02-02,Neutral,Bear,0
921,QQQ,train,2016-12-13,2017-01-26,2017-02-02,Bear,Neutral,1
922,SPY,train,2016-12-13,2017-01-26,2017-02-02,Neutral,Neutral,1
923,TLT,train,2016-12-13,2017-01-26,2017-02-02,Bear,Neutral,1
924,GLD,train,2016-12-20,2017-02-02,2017-02-09,Bear,Bear,0
925,QQQ,train,2016-12-20,2017-02-02,2017-02-09,Neutral,Neutral,1
926,SPY,train,2016-12-20,2017-02-02,2017-02-09,Neutral,Bull,2
927,TLT,train,2016-12-20,2017-02-02,2017-02-09,Neutral,Neutral,1
928,GLD,train,2016-12-28,2017-02-09,2017-02-16,Bear,Bear,0
929,QQQ,train,2016-12-28,2017-02-09,2017-02-16,Neutral,Neutral,1
930,SPY,train,2016-12-28,2017-02-09,2017-02-16,Bull,Bull,2
931,TLT,train,2016-12-28,2017-02-09,2017-02-16,Neutral,Bear,0
932,GLD,train,2017-01-05,2017-02-16,2017-02-24,Bear,Bear,0
933,QQQ,train,2017-01-05,2017-02-16,2017-02-24,Neutral,Neutral,1
934,SPY,train,2017-01-05,2017-02-16,2017-02-24,Bull,Bull,2
935,TLT,train,2017-01-05,2017-02-16,2017-02-24,Bear,Neutral,1
936,GLD,train,2017-01-12,2017-02-24,2017-03-03,Bear,Bear,0
937,QQQ,train,2017-01-12,2017-02-24,2017-03-03,Neutral,Neutral,1
938,SPY,train,2017-01-12,2017-02-24,2017-03-03,Bull,Bull,2
939,TLT,train,2017-01-12,2017-02-24,2017-03-03,Neutral,Bear,0
940,GLD,train,2017-01-20,2017-03-03,2017-03-10,Bear,Bear,0
941,QQQ,train,2017-01-20,2017-03-03,2017-03-10,Neutral,Neutral,1
942,SPY,train,2017-01-20,2017-03-03,2017-03-10,Bull,Bull,2
943,TLT,train,2017-01-20,2017-03-03,2017-03-10,Bear,Bear,0
944,GLD,train,2017-01-27,2017-03-10,2017-03-17,Bear,Bear,0
945,QQQ,train,2017-01-27,2017-03-10,2017-03-17,Neutral,Neutral,1
946,SPY,train,2017-01-27,2017-03-10,2017-03-17,Bull,Bull,2
947,TLT,train,2017-01-27,2017-03-10,2017-03-17,Bear,Neutral,1
948,GLD,train,2017-02-03,2017-03-17,2017-03-24,Bear,Bear,0
949,QQQ,train,2017-02-03,2017-03-17,2017-03-24,Neutral,Bull,2
950,SPY,train,2017-02-03,2017-03-17,2017-03-24,Bull,Bull,2
951,TLT,train,2017-02-03,2017-03-17,2017-03-24,Neutral,Neutral,1
952,GLD,train,2017-02-10,2017-03-24,2017-03-31,Bear,Bear,0
953,QQQ,train,2017-02-10,2017-03-24,2017-03-31,Bull,Bull,2
954,SPY,train,2017-02-10,2017-03-24,2017-03-31,Bull,Bull,2
955,TLT,train,2017-02-10,2017-03-24,2017-03-31,Neutral,Neutral,1
956,GLD,train,2017-02-17,2017-03-31,2017-04-07,Bear,Neutral,1
957,QQQ,train,2017-02-17,2017-03-31,2017-04-07,Bull,Bull,2
958,SPY,train,2017-02-17,2017-03-31,2017-04-07,Bull,Bull,2
959,TLT,train,2017-02-17,2017-03-31,2017-04-07,Neutral,Neutral,1
960,GLD,train,2017-02-27,2017-04-07,2017-04-17,Neutral,Neutral,1
961,QQQ,train,2017-02-27,2017-04-07,2017-04-17,Bull,Bull,2
962,SPY,train,2017-02-27,2017-04-07,2017-04-17,Bull,Neutral,1
963,TLT,train,2017-02-27,2017-04-07,2017-04-17,Neutral,Neutral,1
964,GLD,train,2017-03-06,2017-04-17,2017-04-24,Neutral,Bull,2
965,QQQ,train,2017-03-06,2017-04-17,2017-04-24,Bull,Bull,2
966,SPY,train,2017-03-06,2017-04-17,2017-04-24,Neutral,Neutral,1
967,TLT,train,2017-03-06,2017-04-17,2017-04-24,Neutral,Neutral,1
968,GLD,train,2017-03-13,2017-04-24,2017-05-01,Bull,Neutral,1
969,QQQ,train,2017-03-13,2017-04-24,2017-05-01,Bull,Bull,2
970,SPY,train,2017-03-13,2017-04-24,2017-05-01,Neutral,Neutral,1
971,TLT,train,2017-03-13,2017-04-24,2017-05-01,Neutral,Neutral,1
972,GLD,train,2017-03-20,2017-05-01,2017-05-08,Neutral,Neutral,1
973,QQQ,train,2017-03-20,2017-05-01,2017-05-08,Bull,Bull,2
974,SPY,train,2017-03-20,2017-05-01,2017-05-08,Neutral,Neutral,1
975,TLT,train,2017-03-20,2017-05-01,2017-05-08,Neutral,Neutral,1
976,GLD,train,2017-03-27,2017-05-08,2017-05-15,Neutral,Neutral,1
977,QQQ,train,2017-03-27,2017-05-08,2017-05-15,Bull,Bull,2
978,SPY,train,2017-03-27,2017-05-08,2017-05-15,Neutral,Neutral,1
979,TLT,train,2017-03-27,2017-05-08,2017-05-15,Neutral,Neutral,1
980,GLD,train,2017-04-03,2017-05-15,2017-05-22,Neutral,Neutral,1
981,QQQ,train,2017-04-03,2017-05-15,2017-05-22,Bull,Neutral,1
982,SPY,train,2017-04-03,2017-05-15,2017-05-22,Neutral,Neutral,1
983,TLT,train,2017-04-03,2017-05-15,2017-05-22,Neutral,Neutral,1
984,GLD,train,2017-04-10,2017-05-22,2017-05-30,Neutral,Neutral,1
985,QQQ,train,2017-04-10,2017-05-22,2017-05-30,Neutral,Neutral,1
986,SPY,train,2017-04-10,2017-05-22,2017-05-30,Neutral,Neutral,1
987,TLT,train,2017-04-10,2017-05-22,2017-05-30,Neutral,Neutral,1
988,GLD,train,2017-04-18,2017-05-30,2017-06-06,Neutral,Neutral,1
989,QQQ,train,2017-04-18,2017-05-30,2017-06-06,Neutral,Bull,2
990,SPY,train,2017-04-18,2017-05-30,2017-06-06,Neutral,Bull,2
991,TLT,train,2017-04-18,2017-05-30,2017-06-06,Neutral,Neutral,1
992,GLD,train,2017-04-25,2017-06-06,2017-06-13,Neutral,Neutral,1
993,QQQ,train,2017-04-25,2017-06-06,2017-06-13,Bull,Neutral,1
994,SPY,train,2017-04-25,2017-06-06,2017-06-13,Bull,Bull,2
995,TLT,train,2017-04-25,2017-06-06,2017-06-13,Neutral,Neutral,1
996,GLD,train,2017-05-02,2017-06-13,2017-06-20,Neutral,Neutral,1
997,QQQ,train,2017-05-02,2017-06-13,2017-06-20,Neutral,Neutral,1
998,SPY,train,2017-05-02,2017-06-13,2017-06-20,Bull,Bull,2
999,TLT,train,2017-05-02,2017-06-13,2017-06-20,Neutral,Neutral,1
1000,GLD,train,2017-05-09,2017-06-20,2017-06-27,Neutral,Neutral,1
1001,QQQ,train,2017-05-09,2017-06-20,2017-06-27,Neutral,Neutral,1
1002,SPY,train,2017-05-09,2017-06-20,2017-06-27,Bull,Bull,2
1003,TLT,train,2017-05-09,2017-06-20,2017-06-27,Neutral,Bull,2
1004,GLD,train,2017-05-16,2017-06-27,2017-07-05,Neutral,Neutral,1
1005,QQQ,train,2017-05-16,2017-06-27,2017-07-05,Neutral,Neutral,1
1006,SPY,train,2017-05-16,2017-06-27,2017-07-05,Bull,Bull,2
1007,TLT,train,2017-05-16,2017-06-27,2017-07-05,Bull,Neutral,1
1008,GLD,train,2017-05-23,2017-07-05,2017-07-12,Neutral,Neutral,1
1009,QQQ,train,2017-05-23,2017-07-05,2017-07-12,Neutral,Neutral,1
1010,SPY,train,2017-05-23,2017-07-05,2017-07-12,Bull,Bull,2
1011,TLT,train,2017-05-23,2017-07-05,2017-07-12,Neutral,Neutral,1
1012,GLD,train,2017-05-31,2017-07-12,2017-07-19,Neutral,Neutral,1
1013,QQQ,train,2017-05-31,2017-07-12,2017-07-19,Neutral,Neutral,1
1014,SPY,train,2017-05-31,2017-07-12,2017-07-19,Bull,Bull,2
1015,TLT,train,2017-05-31,2017-07-12,2017-07-19,Neutral,Neutral,1
1016,GLD,train,2017-06-07,2017-07-19,2017-07-26,Neutral,Neutral,1
1017,QQQ,train,2017-06-07,2017-07-19,2017-07-26,Neutral,Neutral,1
1018,SPY,train,2017-06-07,2017-07-19,2017-07-26,Bull,Bull,2
1019,TLT,train,2017-06-07,2017-07-19,2017-07-26,Neutral,Neutral,1
1020,GLD,train,2017-06-14,2017-07-26,2017-08-02,Neutral,Neutral,1
1021,QQQ,train,2017-06-14,2017-07-26,2017-08-02,Neutral,Bull,2
1022,SPY,train,2017-06-14,2017-07-26,2017-08-02,Bull,Bull,2
1023,TLT,train,2017-06-14,2017-07-26,2017-08-02,Neutral,Neutral,1
1024,GLD,train,2017-06-21,2017-08-02,2017-08-09,Neutral,Neutral,1
1025,QQQ,train,2017-06-21,2017-08-02,2017-08-09,Bull,Bull,2
1026,SPY,train,2017-06-21,2017-08-02,2017-08-09,Bull,Bull,2
1027,TLT,train,2017-06-21,2017-08-02,2017-08-09,Neutral,Neutral,1
1028,GLD,train,2017-06-28,2017-08-09,2017-08-16,Neutral,Neutral,1
1029,QQQ,train,2017-06-28,2017-08-09,2017-08-16,Bull,Bull,2
1030,SPY,train,2017-06-28,2017-08-09,2017-08-16,Bull,Bull,2
1031,TLT,train,2017-06-28,2017-08-09,2017-08-16,Neutral,Neutral,1
1032,GLD,train,2017-07-06,2017-08-16,2017-08-23,Neutral,Neutral,1
1033,QQQ,train,2017-07-06,2017-08-16,2017-08-23,Bull,Bear,0
1034,SPY,train,2017-07-06,2017-08-16,2017-08-23,Bull,Bear,0
1035,TLT,train,2017-07-06,2017-08-16,2017-08-23,Neutral,Neutral,1
1036,GLD,train,2017-07-13,2017-08-23,2017-08-30,Neutral,Neutral,1
1037,QQQ,train,2017-07-13,2017-08-23,2017-08-30,Bear,Neutral,1
1038,SPY,train,2017-07-13,2017-08-23,2017-08-30,Bear,Neutral,1
1039,TLT,train,2017-07-13,2017-08-23,2017-08-30,Neutral,Neutral,1
1040,GLD,train,2017-07-20,2017-08-30,2017-09-07,Neutral,Neutral,1
1041,QQQ,train,2017-07-20,2017-08-30,2017-09-07,Neutral,Neutral,1
1042,SPY,train,2017-07-20,2017-08-30,2017-09-07,Neutral,Bear,0
1043,TLT,train,2017-07-20,2017-08-30,2017-09-07,Neutral,Neutral,1
1044,GLD,train,2017-07-27,2017-09-07,2017-09-14,Neutral,Neutral,1
1045,QQQ,train,2017-07-27,2017-09-07,2017-09-14,Neutral,Neutral,1
1046,SPY,train,2017-07-27,2017-09-07,2017-09-14,Bear,Bear,0
